ID,Source File,Chapter Title,Category,Content Length,Full Content
3ad76f93-2247-4a3f-b3fc-67575b64da02,"Q.2.3.3. BV SDM, CTM, BLN VT231-470 - HSMT.pdf",LIỆT KÊ CÁC BẢN VẼ (Part 5),general,1000," | 2T68-89/1T68-67/1T98-67    | 48BLN90-5290(D609,6x22)           | 15116,954                                                                            |
| 13  | VT243          |                   | 387        | Đ522-67C                       | Đỡ thẳng  | 4T41-47                    | 16BL80                            | 1192,960                                                                             |
| 14  | VT244          |                   | 519        | ĐO522-83B(2L6)                 | Đỡ thẳng  | 2T41-53/2T71-53            | 48BL56-2700(D355,6x12)            | 3084,190                                                                             |
| 15  | VT245 (G57,14) | G57,14=29°22'59""T | 544        | NO521-84B(3L6)                 | Néo góc   | 2T60-71/1T60-55/1T90-55    | 48BLN72-4800(D457,2x16)           | 8812,162                                                                             |
| 16  | VT246 (G57,15) | G57,15=30°21'54""P | 577        | NO521-62B(+2)(2L6)    "
c724cba9-39cb-402e-bea6-4e5acdc623bd,"Q.2.3.3. BV SDM, CTM, BLN VT231-470 - HSMT.pdf",LIỆT KÊ CÁC BẢN VẼ (Part 6),general,1000,"         | Néo góc   | 2T60-71/2T60-55            | 48BLN72-4800(D457,2x16)           | 8812,162                                                                             |
| 17  | VT247          |                   | 445        | Đ522-75C(2L6)                  | Đỡ thẳng  | 4T41-47                    | 32BL72                            | 1796,160                                                                             |
| 18  | VT248          |                   | 541        | Đ522-55C                       | Đỡ thẳng  | 4T41-47                    | 16BL80                            | 1192,960                                                                             |
| 19  | VT249          |                   | 595        | ĐO522-83C                      | Đỡ thẳng  | 2T45-59/2T75-59            | 48BL64-3100(D406,4x14)            | 4624,060                                                                             |
| 20  | VT250 (G57,16) | G57,16=18°04'21""P | 650        | NO"
81275a40-c76c-4bef-af53-580f91ceeec1,"Q.2.3.3. BV SDM, CTM, BLN VT231-470 - HSMT.pdf",LIỆT KÊ CÁC BẢN VẼ (Part 7),general,1000,"521-58B(+2)(2L6)             | Néo góc   | 1T60-71/1T90-71/2T60-55    | 48BLN72-4800(D457,2x16)           | 8812,162                                                                             |
| 21  | VT251 (G57,17) | G57,17=20°54'50""T | 902        | NO521-92B                      | Néo góc   | 2T95-71/2T60-51            | 48BLN72-4800(D457,2x16)           | 8812,162                                                                             |
| 22  | VT252 (G57,18) | G57,18=23°26'23""P | 590        | NO521-62A(+2)                  | Néo góc   | 4T62-69                    | 48BLN64-4450(D406,4x14)           | 6524,546                                                                             |
| 23  | VT253          |                   | 343        | Đ522-59B                       | Đỡ thẳng  | 4T41-45                    | 16BL72                            | 898,080                                                                              |
| 24  | VT254 (G57,19) | G57,19=48°19'14"
766e906d-7b4c-4d6f-8240-2147cf138404,"Q.2.3.3. BV SDM, CTM, BLN VT231-470 - HSMT.pdf",LIỆT KÊ CÁC BẢN VẼ (Part 8),general,1000,"""P | 455        | N522-66E(2L4)                  | Néo góc   | 4T48-67S/4T48-51S          | STUB-N522E                        | 5155,340                                                                             |
| 25  | VT255          |                   | 402        | Đ522-71B(2L6)                  | Đỡ thẳng  | 4T41-45                    | 16BL80                            | 1192,960                                                                             |
| 26  | VT256 (G57.20) | G57.20=65°07'25""T | 363        | N522-54E                       | Néo góc   | 4T48-67S/4T48-51S          | STUB-N522E                        | 5155,340                                                                             |
| 27  | VT257 (G57,21) | G57,21=39°01'56""P | 446        | NO521-54B(+2)                  | Néo góc   | 2T60-71/2T60-55            | 48BLN72-4800(D457,2x16)           | 8812,162                                                                             |
| 28  | VT258       "
e4305010-ade9-45fd-80d9-07a6467055e9,"Q.2.3.3. BV SDM, CTM, BLN VT231-470 - HSMT.pdf",LIỆT KÊ CÁC BẢN VẼ (Part 9),general,1000,"   |                   | 118        | Đ522-63A                       | Đỡ thẳng  | 1T41-41/3T71-41            | 16BL72                            | 898,080                                                                              |
| 29  | VT259 (G57,22) | G57,22=89°04'00""T | 315        | N511-57E(+2)/N511-63E(+2)(2L6) | Néo góc   | 4T48-67S/2T48-51S/2T78-51S | STUB-N522E                        | 5155,340                                                                             |
| 30  | VT260 (G57,23) | G57,23=28°22'27""P | 203        | NO521-70B(+2)                  | Néo góc   | 2T80-97/2T80-65            | 48BLN72-4800(D457,2x16)           | 8812,162                                                                             |
| 31  | VT261          |                   | 715        | NO521-80A                      | Néo thẳng | 1T60-63/3T90-63            | 48BLN64-4450(D406,4x14)           | 6524,546                                                                             |
"
1fe2391a-d18c-4eb1-9e0b-61e255979948,"Q.2.3.3. BV SDM, CTM, BLN VT231-470 - HSMT.pdf",LIỆT KÊ CÁC BẢN VẼ (Part 10),general,1000,"| 32  | VT262 (G57,24) | G57,24=31°47'03""T | 685        | NO521-88B(2L9)                 | Néo góc   | 2T60-71/2T90-55            | 48BLN72-4800(D457,2x16)           | 8812,162                                                                             |
| 33  | VT263          |                   | 465        | Đ522-55C                       | Đỡ thẳng  | 4T41-47                    | 16BL80                            | 1192,960                                                                             |
| 34  | VT264          |                   | 535        | Đ522-63C                       | Đỡ thẳng  | 2T41-47/2T61-47            | 16BL80                            | 1192,960                                                                             |
| 35  | VT265 (G57,25) | G57,25=20°06'35""P | 395        | NO521-58A(2L6)                 | Néo góc   | 3T58-61/1T78-61            | 48BLN64-4450(D406,4x14)           | 6524,546                                                           "
b15b0edd-78ee-42e0-9811-ebbdf41c5703,"Q.2.3.3. BV SDM, CTM, BLN VT231-470 - HSMT.pdf",LIỆT KÊ CÁC BẢN VẼ (Part 11),general,1000,"                  |
| 36  | VT266          |                   | 387        | ĐO522-79B(2L6)                 | Đỡ thẳng  | 3T41-53/1T61-53            | 48BL56-2700(D355,6x12)            | 3084,190                                                                             |
| 37  | VT267 (G57,26) | G57,26=26°33'04""P | 649        | NO521-80B(2L6)                 | Néo góc   | 2T60-71/1T60-55/1T90-55    | 48BLN72-4800(D457,2x16)           | 8812,162                                                                             |
| 38  | VT268          |                   | 782        | ĐO522-87C                      | Đỡ thẳng  | 1T45-59/3T75-59            | 48BL56-2700(D406,4x14)            | 3084,190                                                                             |
| 39  | VT269 (G57,27) | G57,27=16°41'43""P | 721        | NO521-84A(2L6)                 | Néo góc   | 2T60-63/2T80-63            | 48BLN64-4450(D406,4x14)           | 6524,546                                       "
4b856f28-4d77-4cc7-a0eb-cca51e828f4f,"Q.2.3.3. BV SDM, CTM, BLN VT231-470 - HSMT.pdf",LIỆT KÊ CÁC BẢN VẼ (Part 12),general,1000,"                                      |
| 40  | VT270 (G57,28) | G57,28=08°51'09""P | 630        | NO521-62A(2L6)                 | Néo góc   | 2T58-61/2T78-61            | 48BLN64-4450(D406,4x14)           | 6524,546                                                                             |
| 41  | VT271          |                   | 219        | Đ522-67C(+2)                   | Đỡ thẳng  | 3T41-47/1T61-47            | 16BL80                            | 1192,960                                                                             |
| 42  | VT272 (G57,29) | G57,29=15°47'58""T | 738        | NO521-66A(2L8)                 | Néo góc   | 4T58-61                    | 48BLN64-4450(D406,4x14)           | 6524,546                                                                             |
| 43  | VT273          |                   | 459        | Đ522-75C                       | Đỡ thẳng  | 2T41-47/2T66-47            | 16BL80                            | 1192,960                   "
12b471b4-1b08-492d-9920-c8deb3c53b23,"Q.2.3.3. BV SDM, CTM, BLN VT231-470 - HSMT.pdf",LIỆT KÊ CÁC BẢN VẼ (Part 13),general,1000,"                                                          |
| 44  | VT274 (G57.30) | G57.30=30°59'07""T | 585        | NO521-88B                      | Néo góc   | 2T60-71/2T60-55            | 48BLN72-4800(D457,2x16)           | 8812,162                                                                             |
| 45  | VT275 (G57,31) | G57,31=17°51'33""P | 231        | NO521-84A                      | Néo góc   | 4T60-63                    | 48BLN64-4450(D406,4x14)           | 6524,546                                                                             |
| 46  | VT276          |                   | 422        | Đ522-67C                       | Đỡ thẳng  | 2T41-47/2T66-47            | 16BL80                            | 1192,960                                                                             |
| 47  | VT277 (G58,1)  | G58,1=12°52'51""T  | 673        | NO521-76A                      | Néo góc   | 1T58-61/3T83-61            | 48BLN64-4450(D406,4x14)           | 6524,54"
594db826-db48-4169-b104-5fd4b96f6fc3,"Q.2.3.3. BV SDM, CTM, BLN VT231-470 - HSMT.pdf",LIỆT KÊ CÁC BẢN VẼ (Part 14),general,1000,"6                                                                             |
| 48  | VT278 (G58,2)  | G58,2=14°49'55""P  | 181        | NO521-76A                      | Néo góc   | 4T58-61                    | 48BLN64-4450(D406,4x14)           | 6524,546                                                                             |




---



| 49  | VT279         |                  | 542   | ĐO522-79C                           | Đỡ thẳng  | 4T45-59                                      | 48BL64-3100(D406,4x14)  | 4624,060 |
| --- | ------------- | ---------------- | ----- | ----------------------------------- | --------- | -------------------------------------------- | ----------------------- | -------- |
| 50  | VT280         |                  | 568   | Đ522-75C                            | Đỡ thẳng  | 4T41-47                                      | 16BL80                  | 1192,960 |
| 51  | VT281 (G58)   | G58=64°20'08""T   | 404   | N522-57E(2L6)                       | Néo góc   "
